,Date,Load,System Generation
90,2015-06-26,177442.6257213,171338.7328968
91,2015-06-27,170540.2772809,162696.8137761
92,2015-06-28,168996.6808177,157651.0625542
93,2015-06-29,170295.6902577,158501.7286268
94,2015-06-30,168273.68217369998,159488.2399206
95,2015-07-01,159012.1086596,159294.0703458
96,2015-07-02,171443.4397113,165512.1142624
97,2015-07-03,173577.67614619998,171387.7983798
98,2015-07-04,155938.1898361,157585.3232374
99,2015-07-05,150648.8718128,155174.1675497
100,2015-07-06,163211.282415,164543.5748846
101,2015-07-07,162390.8885201,163059.279843
102,2015-07-08,168176.0505391,168353.3719616
103,2015-07-09,176178.1936374,176301.5425286
104,2015-07-10,175966.0564404,175108.012876
105,2015-07-11,168515.3482203,170214.5316776
106,2015-07-12,163471.8213263,166080.8309122
107,2015-07-13,171638.6398298,173313.2050635
108,2015-07-14,170619.2878931,174529.5271408
109,2015-07-15,169565.9395828,173383.5874016
110,2015-07-16,163396.0069434,169871.5228235
111,2015-07-17,160851.753606,168519.0017163
112,2015-07-18,155388.6760228,163345.7469469
113,2015-07-19,155333.946045,165318.4777515
114,2015-07-20,169495.8344924,174389.4188466
115,2015-07-21,170341.3093869,178981.1227934
116,2015-07-22,165327.1823004,168938.8802228
117,2015-07-23,164539.7379713,167072.3340335
118,2015-07-24,169477.6191768,172093.0521903
119,2015-07-25,158403.9372372,161410.0458906
120,2015-07-26,155660.3052035,158954.5672878
121,2015-07-27,164082.0748636,166886.8440925
122,2015-07-28,164519.568512,168050.3823259
123,2015-07-29,166276.2492173,169896.5069969
124,2015-07-30,167707.3953617,170534.0943741
125,2015-07-31,169069.7747391,169320.14941019999
126,2015-08-01,159749.5985189,163141.3934586
127,2015-08-02,159711.1065719,164710.0391027
128,2015-08-03,165587.4535346,168558.8998263
129,2015-08-04,167961.1220371,165098.64956689999
130,2015-08-05,165541.5340705,166156.1204008
131,2015-08-06,162820.3987602,166778.6878181
132,2015-08-07,161802.1531147,167001.2949373
133,2015-08-08,156614.3893112,161081.8458248
134,2015-08-09,156581.0399004,161675.5779494
135,2015-08-10,167811.8993434,167399.6149398
136,2015-08-11,170494.320833,168604.9136308
137,2015-08-12,171413.8056549,166907.3902743
138,2015-08-13,174372.0462888,174870.3727104
139,2015-08-14,167587.0868409,169326.2184109
140,2015-08-15,152515.0856857,153974.4233418
141,2015-08-16,149868.4502164,153875.6208499
142,2015-08-17,159514.557251,163702.1337921
143,2015-08-18,160045.6581807,163301.8066611
144,2015-08-19,165651.9326506,167179.739386
145,2015-08-20,163926.6946883,163389.1993528
146,2015-08-21,161046.0366826,164331.8976213
147,2015-08-22,153270.26196899998,156256.2334412
148,2015-08-23,153157.5349095,154364.0283573
149,2015-08-24,163886.1434586,163287.2567105
150,2015-08-25,167055.18105769999,168375.5712132
151,2015-08-26,167050.9321281,170318.0893414
152,2015-08-27,167744.6343382,171879.648608
153,2015-08-28,168157.6182913,171540.9902352
154,2015-08-29,159769.4671514,164024.5787932
155,2015-08-30,156440.9702648,161355.2754594
156,2015-08-31,169320.1954528,171957.6308484
157,2015-09-01,166556.8019137,167634.0548558
158,2015-09-02,165875.3634348,169482.1014261
159,2015-09-03,164891.5827425,170155.7570617
160,2015-09-04,163494.6355016,166650.7286007
161,2015-09-05,154667.07778300002,157586.4386662
162,2015-09-06,153153.462974,156749.146836
163,2015-09-07,153696.9018948,158986.0623253
164,2015-09-08,160849.568583,167553.2796593
165,2015-09-09,163352.5439189,176736.932946
166,2015-09-10,164956.0166425,176225.8719571
167,2015-09-11,167192.3807269,179138.7181565
168,2015-09-12,161756.2972682,173236.2118006
169,2015-09-13,155118.0253839,166006.7025237
170,2015-09-14,167009.6887753,173965.1735152
171,2015-09-15,164590.4783861,169709.7905049
172,2015-09-16,163680.5319471,167519.529167
173,2015-09-17,162906.8465314,166650.9984034
174,2015-09-18,164724.3219454,172190.1795502
175,2015-09-19,157888.4403842,165703.06977170001
176,2015-09-20,157258.2833753,165827.7976661
177,2015-09-21,165105.041993,172694.3561897
178,2015-09-22,164662.2412933,169353.988436
179,2015-09-23,164816.9791975,170195.8716407
180,2015-09-24,165367.1784081,171654.0935415
181,2015-09-25,165351.7301971,175911.2709633
182,2015-09-26,158984.4468246,167455.090268
183,2015-09-27,159688.8313039,171034.8039349
184,2015-09-28,168120.5499212,176462.4760798
185,2015-09-29,164862.7355811,171862.1682966
186,2015-09-30,166442.9464359,178613.8815611
187,2015-10-01,164883.304054,171620.0856749
188,2015-10-02,165138.9508104,167523.4021318
189,2015-10-03,160977.005879,167380.8748598
190,2015-10-04,159395.6319249,165838.8407145
191,2015-10-05,167603.7816809,176582.7004423
192,2015-10-06,166602.95472,173583.6574196
193,2015-10-07,168318.8448268,177482.5273363
194,2015-10-08,168239.3136796,178345.2095493
195,2015-10-09,166070.7488497,179523.6058687
196,2015-10-10,157982.3274125,172122.9815052
197,2015-10-11,154527.888871,168806.2420413
198,2015-10-12,157602.4210615,174136.48425080001
199,2015-10-13,165485.7049051,177244.3554356
200,2015-10-14,167696.254653,179055.1121288
201,2015-10-15,168044.5294088,172742.5287807
202,2015-10-16,168200.7765196,179220.4688468
203,2015-10-17,160768.5070631,167523.2958353
204,2015-10-18,157355.7080904,161114.1672643
205,2015-10-19,168644.5909091,174389.0763925
206,2015-10-20,166510.3769724,170993.7383657
207,2015-10-21,166274.1812537,173899.1458475
208,2015-10-22,165867.7448771,174524.4905298
209,2015-10-23,167264.3945863,178603.9970463
210,2015-10-24,161636.8959226,166330.8451475
211,2015-10-25,162672.7509474,167551.1947854
212,2015-10-26,170785.6093697,177006.7900902
213,2015-10-27,170213.6747355,175848.9729515
214,2015-10-28,170035.1806429,174774.73482420002
215,2015-10-29,170705.0878358,175814.8670242
216,2015-10-30,167854.41118,172490.0867096
217,2015-10-31,160281.1542874,162999.8920849
218,2015-11-01,162285.677076,165361.1335599
219,2015-11-02,171780.6693033,172440.6950664
220,2015-11-03,173099.4328239,173620.0629004
221,2015-11-04,172381.3413715,175950.2712059
222,2015-11-05,173635.177265,177443.2523136
223,2015-11-06,171232.380925,175674.9382018
224,2015-11-07,164689.7462388,172199.7452514
225,2015-11-08,166865.4588656,173207.4263704
226,2015-11-09,176062.7966845,177820.4868977
227,2015-11-10,173685.4415197,176689.5330431
228,2015-11-11,168092.92175449998,173886.061246
229,2015-11-12,173301.4670631,178903.04940730002
230,2015-11-13,171777.5301739,177967.4037368
231,2015-11-14,165562.6228369,170122.4789138
232,2015-11-15,165411.2282691,170820.9572988
233,2015-11-16,172548.6671823,178281.0283256
234,2015-11-17,173258.7643706,178683.7341509
235,2015-11-18,173810.26803870001,178991.616741
236,2015-11-19,176824.7554213,179842.3047335
237,2015-11-20,176492.0462949,180445.4173327
238,2015-11-21,166763.2001827,170755.6707785
239,2015-11-22,164355.5316463,169188.4468877
240,2015-11-23,179324.4679333,182349.6008991
241,2015-11-24,182676.8200033,185828.4152833
242,2015-11-25,182460.1539419,183759.0144172
243,2015-11-26,182680.6966575,187539.3118288
244,2015-11-27,177313.9863181,182562.7757158
245,2015-11-28,171309.6831778,176107.8608392
246,2015-11-29,169733.6649939,176518.8266348
247,2015-11-30,177974.6959652,178291.308297
248,2015-12-01,179463.9206909,184885.7813766
249,2015-12-02,179454.0366423,183593.9296702
250,2015-12-03,180015.621563,186334.076088
251,2015-12-04,175668.7149502,179157.4413976
252,2015-12-05,170880.2428699,173804.5945851
253,2015-12-06,171271.0213604,175404.236886
254,2015-12-07,177988.9969181,181857.3481365
255,2015-12-08,177768.707805,178519.730717
256,2015-12-09,178710.4514651,178702.6268849
257,2015-12-10,181205.652042,177761.1148467
258,2015-12-11,180370.7575033,179110.7645671
259,2015-12-12,178199.6626547,175712.8961554
260,2015-12-13,175486.0304575,176106.04156050002
261,2015-12-14,183368.9001706,179475.3924596
262,2015-12-15,181461.1692247,182960.6863335
263,2015-12-16,183272.6836267,184817.859315
264,2015-12-17,185353.8482761,186868.09588470001
265,2015-12-18,188180.1408673,189272.3531111
266,2015-12-19,178662.0354593,182847.8825886
267,2015-12-20,178680.6713133,184884.3410245
268,2015-12-21,185540.15307960002,188353.7181152
269,2015-12-22,185205.4347487,185902.4364581
270,2015-12-23,186332.3533099,185508.1410822
271,2015-12-24,181821.0686389,180507.2785266
272,2015-12-25,175034.8789835,176825.2668672
273,2015-12-26,173026.3801934,176455.8937091
274,2015-12-27,173453.5875048,179125.4445207
275,2015-12-28,178905.7917811,180592.6666329
276,2015-12-29,182565.2843652,182244.3184999
277,2015-12-30,182806.0472297,185327.9022327
278,2015-12-31,176969.7605703,181081.3335812
279,2016-01-01,166469.5370953,173942.1226331
280,2016-01-02,170097.7478273,175943.30131
281,2016-01-03,170757.5744764,181410.9100375
282,2016-01-04,180841.4556864,187020.6703407
283,2016-01-05,182066.0281204,184714.0110247
284,2016-01-06,183444.2688664,183171.1449972
285,2016-01-07,183970.3254121,185254.838486
286,2016-01-08,185469.1657393,184492.0309518
287,2016-01-09,180827.5311891,181864.4717466
288,2016-01-10,176911.7517194,183703.8088457
289,2016-01-11,182344.1298223,189404.1580787
290,2016-01-12,183465.7494029,188511.7438856
291,2016-01-13,180435.6674331,181852.6364896
292,2016-01-14,182588.3427962,182233.1458183
293,2016-01-15,185358.2776049,183772.3780867
294,2016-01-16,183525.4699874,182770.7838729
295,2016-01-17,182349.2633727,184954.588888
296,2016-01-18,184893.564063,186420.3365419
297,2016-01-19,186173.8408199,188708.0564411
298,2016-01-20,184886.7384933,179274.2295754
299,2016-01-21,184901.5303256,188966.8971164
300,2016-01-22,181611.75636200001,186649.0349272
301,2016-01-23,173181.6832068,178673.5122228
302,2016-01-24,171352.1784081,174693.2365306
303,2016-01-25,180329.6307296,183668.6848068
304,2016-01-26,178640.8312446,183269.4869865
305,2016-01-27,176275.5576637,181049.5912348
306,2016-01-28,175430.7485452,180705.2638515
307,2016-01-29,171923.1685243,176153.4882284
308,2016-01-30,167071.5648548,171655.3231111
309,2016-01-31,170716.6534093,174471.2291057
310,2016-02-01,180667.45820269999,182540.1762371
311,2016-02-02,181064.8264752,183613.3490725
312,2016-02-03,180792.933477,184461.755656
313,2016-02-04,181052.6813344,185969.7723981
314,2016-02-05,177287.0293872,183189.0197784
315,2016-02-06,167176.0197877,172979.6027588
316,2016-02-07,166752.7671928,174103.715587
317,2016-02-08,172876.1166026,179882.6550018
318,2016-02-09,172346.7401953,177833.3278882
319,2016-02-10,173939.6513747,177714.413422
320,2016-02-11,175894.4063701,178819.1600763
321,2016-02-12,177913.3474773,181781.3042008
322,2016-02-13,166736.6303568,170975.8088291
323,2016-02-14,161229.1200265,166311.8772157
324,2016-02-15,164878.7666119,169955.9678432
325,2016-02-16,172878.8234448,176743.744271
326,2016-02-17,173890.7145359,177982.6870111
327,2016-02-18,175530.6779041,178860.8419045
328,2016-02-19,173947.6047282,177639.3469469
329,2016-02-20,169022.6407051,170210.3977009
330,2016-02-21,165603.2493742,168737.3326313
331,2016-02-22,174441.2452568,177498.7052378
332,2016-02-23,171604.3501581,174827.4523536
333,2016-02-24,170266.709459,173350.37641609999
334,2016-02-25,169367.0472122,172792.0199005
335,2016-02-26,168029.546021,171968.4003514
336,2016-02-27,162164.3666306,165455.3136022
337,2016-02-28,164650.7325145,167805.5728096
